id,imdbID,Title,Genre
0,tt0111161,The Shawshank Redemption,Drama
1,tt0068646,The Godfather,Crime
2,tt0068646,The Godfather,Drama
3,tt0071562,The Godfather: Part II,Crime
4,tt0071562,The Godfather: Part II,Drama
5,tt0468569,The Dark Knight,Action
6,tt0468569,The Dark Knight,Crime
7,tt0468569,The Dark Knight,Drama
8,tt0468569,The Dark Knight,Thriller
9,tt0050083,12 Angry Men,Crime
10,tt0050083,12 Angry Men,Drama
11,tt0108052,Schindler's List,Biography
12,tt0108052,Schindler's List,Drama
13,tt0108052,Schindler's List,History
14,tt0167260,The Lord of the Rings: The Return of the King,Action
15,tt0167260,The Lord of the Rings: The Return of the King,Adventure
16,tt0167260,The Lord of the Rings: The Return of the King,Drama
17,tt0167260,The Lord of the Rings: The Return of the King,Fantasy
18,tt0110912,Pulp Fiction,Crime
19,tt0110912,Pulp Fiction,Drama
20,tt0060196,"The Good, the Bad and the Ugly",Western
21,tt0120737,The Lord of the Rings: The Fellowship of the Ring,Action
22,tt0120737,The Lord of the Rings: The Fellowship of the Ring,Adventure
23,tt0120737,The Lord of the Rings: The Fellowship of the Ring,Drama
24,tt0120737,The Lord of the Rings: The Fellowship of the Ring,Fantasy
25,tt0137523,Fight Club,Drama
26,tt0109830,Forrest Gump,Drama
27,tt0109830,Forrest Gump,Romance
28,tt1375666,Inception,Action
29,tt1375666,Inception,Adventure
30,tt1375666,Inception,Sci-Fi
31,tt1375666,Inception,Thriller
32,tt0167261,The Lord of the Rings: The Two Towers,Action
33,tt0167261,The Lord of the Rings: The Two Towers,Adventure
34,tt0167261,The Lord of the Rings: The Two Towers,Drama
35,tt0167261,The Lord of the Rings: The Two Towers,Fantasy
36,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Action
37,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Adventure
38,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Fantasy
39,tt0080684,Star Wars: Episode V - The Empire Strikes Back,Sci-Fi
